ID,Name,Date,Year,Month,Day,Time,Status,Latitude,Longitude,Maximum.Wind,Minimum.Pressure,Decade
AL111964,ISBELL,10/9/64,1964,October,9,1200,TD,15.5,-83,25,1008,Other
AL101964,HILDA,10/5/64,1964,October,5,600,TS,30.5,-86.1,40,NA,Other
AL011964,UNNAMED,6/5/64,1964,June,5,1200,TD,23.5,-85.6,25,NA,Other
AL111964,ISBELL,10/13/64,1964,October,13,600,TS,20.5,-84.8,50,NA,Other
AL111964,ISBELL,10/14/64,1964,October,14,0,Cat. 2,22.5,-84.1,95,NA,Other
AL051964,CLEO,8/27/64,1964,August,27,600,Cat. 2,25.5,-79.9,90,968,Other
AL051964,CLEO,8/26/64,1964,August,26,600,Cat. 1,21.5,-78.9,65,NA,Other
AL061964,DORA,9/8/64,1964,September,8,600,Cat. 3,28.5,-73,100,NA,Other
AL061964,DORA,9/11/64,1964,September,11,1200,TS,30.5,-84.5,45,NA,Other
AL061964,DORA,9/6/64,1964,September,6,0,Cat. 3,25.5,-63.6,110,NA,Other
AL051964,CLEO,8/28/64,1964,August,28,1200,TS,29.5,-81.2,55,NA,Other
AL071964,ETHEL,9/8/64,1964,September,8,1200,Cat. 1,27.5,-60.3,70,999,Other
AL051964,CLEO,8/23/64,1964,August,23,1200,Cat. 4,16.5,-66.6,130,NA,Other
AL061964,DORA,9/4/64,1964,September,4,0,Cat. 2,20.5,-59.5,95,981,Other
AL021964,UNNAMED,7/30/64,1964,July,30,0,TD,23.5,-59.2,30,NA,Other
AL051965,DEBBIE,9/27/65,1965,September,27,0,TD,22.5,-88.9,25,1006,Other
AL051965,DEBBIE,9/29/65,1965,September,29,1800,TD,29.5,-88.7,30,NA,Other
AL051965,DEBBIE,9/26/65,1965,September,26,1200,TD,21.5,-87.7,25,NA,Other
AL051965,DEBBIE,9/26/65,1965,September,26,0,TD,20.5,-86.9,25,NA,Other
AL031965,BETSY,9/9/65,1965,September,9,0,Cat. 3,25.5,-83.6,110,NA,Other
AL051965,DEBBIE,9/24/65,1965,September,24,1200,TD,17.5,-84.7,25,1003,Other
AL031965,BETSY,9/6/65,1965,September,6,600,Cat. 3,27.5,-75.8,100,968,Other
AL031965,BETSY,9/2/65,1965,September,2,0,Cat. 1,22.5,-68.5,80,970,Other
AL031965,BETSY,9/1/65,1965,September,1,0,Cat. 1,22.5,-66.1,75,NA,Other
AL031965,BETSY,8/31/65,1965,August,31,1200,Cat. 1,22.5,-66.1,70,NA,Other
AL031965,BETSY,8/31/65,1965,August,31,1800,Cat. 1,22.5,-66,70,984,Other
AL031965,BETSY,8/29/65,1965,August,29,1800,TS,20.5,-64.3,40,997,Other
AL091966,INEZ,10/5/66,1966,October,5,1200,Cat. 1,24.5,-83,80,NA,Other
AL091966,INEZ,10/4/66,1966,October,4,600,Cat. 1,25.5,-79,75,NA,Other
AL031966,CELIA,7/18/66,1966,July,18,1800,TD,25.5,-77.2,25,NA,Other
AL091966,INEZ,10/1/66,1966,October,1,0,Cat. 1,20.5,-77.1,65,NA,Other
AL091966,INEZ,9/29/66,1966,September,29,1200,Cat. 4,17.5,-70.9,120,NA,Other
AL091966,INEZ,9/28/66,1966,September,28,600,Cat. 4,16.5,-64.3,115,955,Other
AL061966,FAITH,8/31/66,1966,August,31,600,Cat. 2,28.5,-73.3,90,NA,Other
AL061966,FAITH,8/31/66,1966,August,31,1800,Cat. 2,30.5,-73.3,90,963,Other
AL051966,ELLA,7/28/66,1966,July,28,0,TS,22.5,-65.1,45,NA,Other
AL011966,ALMA,6/6/66,1966,June,6,1800,Cat. 1,18.5,-84.1,70,990,Other
AL011966,ALMA,6/5/66,1966,June,5,600,TD,15.5,-84.8,25,NA,Other
AL141967,DORIA,9/8/67,1967,September,8,0,TD,28.5,-77.5,25,1010,Other
AL181967,EDITH,10/1/67,1967,October,1,0,TD,14.5,-64,30,NA,Other
AL181967,EDITH,10/1/67,1967,October,1,600,TD,14.5,-64.7,30,NA,Other
AL181967,EDITH,10/1/67,1967,October,1,1200,TD,14.5,-65.5,30,NA,Other
AL181967,EDITH,9/30/67,1967,September,30,1200,TD,14.5,-62,30,1010,Other
AL181967,EDITH,9/30/67,1967,September,30,1800,TD,14.5,-63,30,1008,Other
AL141967,DORIA,9/21/67,1967,September,21,0,TD,29.5,-68.5,25,NA,Other
AL141967,DORIA,9/21/67,1967,September,21,600,TD,29.5,-67.9,25,NA,Other
AL141967,DORIA,9/21/67,1967,September,21,1200,TD,29.5,-67.5,25,NA,Other
AL141967,DORIA,9/20/67,1967,September,20,0,TD,29.5,-71.5,25,1010,Other
AL141967,DORIA,9/20/67,1967,September,20,600,TD,29.5,-70.8,25,NA,Other
AL141967,DORIA,9/20/67,1967,September,20,1200,TD,29.5,-70,25,NA,Other
AL141967,DORIA,9/20/67,1967,September,20,1800,TD,29.5,-69.3,25,NA,Other
AL141967,DORIA,9/19/67,1967,September,19,600,TD,30.5,-73.4,25,NA,Other
AL141967,DORIA,9/10/67,1967,September,10,600,Cat. 1,30.5,-77,65,NA,Other
AL231967,UNNAMED,10/12/67,1967,October,12,1800,Cat. 5,21.5,-71.2,NA,NA,Other
AL261967,UNNAMED,10/27/67,1967,October,27,600,Cat. 5,25.5,-67.5,NA,NA,Other
AL251967,HEIDI,10/21/67,1967,October,21,1800,TS,24.5,-66.1,40,1005,Other
AL021967,UNNAMED,6/10/67,1967,June,10,1800,Cat. 5,28.5,-63,NA,NA,Other
AL041967,UNNAMED,6/19/67,1967,June,19,1800,Cat. 5,28.5,-60.7,NA,NA,Other
AL131967,BEULAH,9/15/67,1967,September,15,1800,Cat. 3,18.5,-83.3,100,978,Other
AL131967,BEULAH,9/12/67,1967,September,12,600,Cat. 1,17.5,-74.1,65,997,Other
AL131967,BEULAH,9/12/67,1967,September,12,1800,TS,16.5,-76.2,50,998,Other
AL131967,BEULAH,9/10/67,1967,September,10,1200,Cat. 4,17.5,-68.2,130,947,Other
AL131967,BEULAH,9/8/67,1967,September,8,1200,TS,14.5,-62.2,60,996,Other
AL031967,UNNAMED,6/16/67,1967,June,16,600,Cat. 5,30.5,-75.8,NA,NA,Other
AL011967,UNNAMED,6/12/67,1967,June,12,600,Cat. 5,18.5,-86.8,NA,NA,Other
AL011968,ABBY,6/2/68,1968,June,2,1200,TD,20.5,-85.3,30,NA,Other
AL141968,GLADYS,10/14/68,1968,October,14,1800,TD,17.5,-82.4,30,NA,Other
AL011968,ABBY,6/3/68,1968,June,3,1200,Cat. 1,24.5,-83.6,65,999,Other
AL141968,GLADYS,10/16/68,1968,October,16,0,TS,20.5,-83.5,50,NA,Other
AL131968,UNNAMED,9/25/68,1968,September,25,0,Cat. 5,18.5,-85,NA,NA,Other
AL111968,UNNAMED,9/25/68,1968,September,25,0,TD,12.5,-58.1,25,NA,Other
AL061968,UNNAMED,8/31/68,1968,August,31,600,TD,29.5,-81.8,25,NA,Other
AL061968,UNNAMED,8/31/68,1968,August,31,1800,TD,30.5,-81.1,25,NA,Other
AL061968,UNNAMED,8/28/68,1968,August,28,1800,TD,27.5,-82.7,25,NA,Other
AL061968,UNNAMED,8/29/68,1968,August,29,1200,TD,27.5,-82.3,25,NA,Other
AL131968,UNNAMED,9/26/68,1968,September,26,1800,Cat. 5,25.5,-81.3,NA,NA,Other
AL021968,BRENDA,6/19/68,1968,June,19,600,TD,27.5,-81.3,25,NA,Other
AL021968,BRENDA,6/18/68,1968,June,18,1800,TD,26.5,-81.3,25,NA,Other
AL041968,UNNAMED,7/5/68,1968,July,5,0,TD,29.5,-85,25,NA,Other
AL021968,BRENDA,6/18/68,1968,June,18,600,TD,25.5,-81.1,25,NA,Other
AL021968,BRENDA,6/17/68,1968,June,17,1800,TD,24.5,-80.8,25,1012,Other
AL021968,BRENDA,6/20/68,1968,June,20,0,TD,29.5,-81.1,25,NA,Other
AL131968,UNNAMED,9/28/68,1968,September,28,600,Cat. 5,27.5,-76.5,NA,NA,Other
AL151968,UNNAMED,11/24/68,1968,November,24,1800,TD,24.5,-72,25,NA,Other
AL011968,ABBY,6/1/68,1968,June,1,1200,TD,17.5,-85.5,30,NA,Other
AL251969,KARA,10/10/69,1969,October,10,1800,TS,29.5,-71.3,40,NA,Other
AL241969,JENNY,10/6/69,1969,October,6,0,TD,27.5,-88.6,25,NA,Other
AL041969,UNNAMED,6/14/69,1969,June,14,0,TD,21.5,-88.1,25,NA,Other
AL261969,LAURIE,10/24/69,1969,October,24,600,TS,23.5,-88,35,NA,Other
AL241969,JENNY,10/5/69,1969,October,5,1800,TD,27.5,-87.2,25,NA,Other
AL231969,UNNAMED,10/1/69,1969,October,1,0,TS,27.5,-86.6,50,998,Other
AL231969,UNNAMED,10/1/69,1969,October,1,600,TS,28.5,-86.6,40,NA,Other
AL231969,UNNAMED,9/30/69,1969,September,30,1200,TS,25.5,-86.5,50,1000,Other
AL231969,UNNAMED,9/30/69,1969,September,30,1800,TS,26.5,-86.5,50,NA,Other
AL231969,UNNAMED,10/1/69,1969,October,1,1200,TD,29.5,-86.5,30,996,Other
AL191969,UNNAMED,9/20/69,1969,September,20,600,TD,27.5,-86.2,25,NA,Other
AL041969,UNNAMED,6/12/69,1969,June,12,600,TD,20.5,-86.1,25,NA,Other
AL231969,UNNAMED,9/30/69,1969,September,30,0,TS,24.5,-86,50,1001,Other
AL041969,UNNAMED,6/12/69,1969,June,12,0,TD,20.5,-85.9,25,NA,Other
AL241969,JENNY,10/5/69,1969,October,5,1200,TD,27.5,-85.8,25,NA,Other
AL231969,UNNAMED,9/29/69,1969,September,29,1200,TD,23.5,-85.5,30,1005,Other
AL201969,INGA,10/5/69,1969,October,5,600,Cat. 2,30.5,-62.3,95,NA,Other
AL011969,UNNAMED,5/31/69,1969,May,31,1800,TD,20.5,-82.4,25,NA,Other
AL241969,JENNY,10/2/69,1969,October,2,1800,TS,25.5,-82.1,40,1000,Other
AL241969,JENNY,10/3/69,1969,October,3,1200,TD,28.5,-80.7,30,NA,Other
AL161969,GERDA,9/7/69,1969,September,7,1800,TD,28.5,-80.4,25,NA,Other
AL141969,UNNAMED,8/29/69,1969,August,29,0,TD,27.5,-79.1,25,NA,Other
AL161969,GERDA,9/6/69,1969,September,6,0,TD,24.5,-77,25,1015,Other
AL251969,KARA,10/9/69,1969,October,9,0,TD,23.5,-73.6,30,NA,Other
AL251969,KARA,10/8/69,1969,October,8,1800,TD,22.5,-73.2,30,NA,Other
AL171969,HOLLY,9/20/69,1969,September,20,600,TD,15.5,-63,25,NA,Other
AL251969,KARA,10/7/69,1969,October,7,1200,TD,20.5,-68,25,NA,Other
AL131969,FRANCELIA,8/29/69,1969,August,29,0,TD,11.5,-62,30,NA,Other
AL131969,FRANCELIA,8/29/69,1969,August,29,1800,TD,12.5,-66.5,30,1005,Other
AL121969,EVE,8/25/69,1969,August,25,0,TD,29.5,-78.5,30,NA,Other
AL201969,INGA,9/29/69,1969,September,29,600,TS,24.5,-64.6,40,NA,Other
AL091969,CAMILLE,8/15/69,1969,August,15,0,TS,19.5,-82.7,55,991,Other
AL201969,INGA,9/28/69,1969,September,28,1200,TD,23.5,-64,30,1000,Other
AL091969,CAMILLE,8/14/69,1969,August,14,600,TS,18.5,-80.5,35,NA,Other
AL201969,INGA,9/27/69,1969,September,27,1200,TD,22.5,-63.6,25,NA,Other
AL061969,ANNA,7/31/69,1969,July,31,1800,TD,20.5,-62.7,30,NA,Other
AL081969,DEBBIE,8/20/69,1969,August,20,600,Cat. 2,24.5,-62.3,85,953,Other
AL201969,INGA,10/2/69,1969,October,2,1800,Cat. 1,28.5,-61.8,80,NA,Other
AL031969,UNNAMED,6/7/69,1969,June,7,0,TD,16.5,-81.9,25,NA,Other
AL011969,UNNAMED,5/29/69,1969,May,29,600,TD,12.5,-82.1,25,NA,Other
AL131970,FELICE,9/15/70,1970,September,15,0,TS,26.5,-86.5,45,1006,Other
AL021970,BECKY,7/21/70,1970,July,21,1800,TS,27.5,-86.3,55,NA,Other
AL151970,UNNAMED,10/8/70,1970,October,8,1200,TD,19.5,-70,25,NA,Other
AL151970,UNNAMED,10/6/70,1970,October,6,1200,TD,16.5,-70.5,30,NA,Other
AL151970,UNNAMED,10/4/70,1970,October,4,1200,TD,14.5,-69,30,NA,Other
AL151970,UNNAMED,9/30/70,1970,September,30,1200,TD,13.5,-58.5,30,NA,Other
AL131970,FELICE,9/12/70,1970,September,12,0,TD,25.5,-77.5,25,NA,Other
AL181970,UNNAMED,10/12/70,1970,October,12,1200,TD,24.5,-68.5,30,1003,Other
AL181970,UNNAMED,10/15/70,1970,October,15,0,TS,27.5,-67.5,50,997,Other
AL181970,UNNAMED,10/13/70,1970,October,13,0,TD,25.5,-67,30,NA,Other
AL091970,DOROTHY,8/20/70,1970,August,20,1800,TS,14.5,-60.5,60,1002,Other
AL081970,UNNAMED,8/16/70,1970,August,16,0,TD,29.5,-78,25,NA,Other
AL081970,UNNAMED,8/16/70,1970,August,16,1200,TD,30.5,-78.5,30,NA,Other
AL071970,UNNAMED,8/18/70,1970,August,18,600,TD,21.5,-62.5,20,NA,Other
AL151970,UNNAMED,10/10/70,1970,October,10,1200,TD,25.5,-61.5,25,NA,Other
AL071970,UNNAMED,8/17/70,1970,August,17,1800,TD,20.5,-59.5,25,NA,Other
AL041970,CELIA,7/31/70,1970,July,31,0,TD,18.5,-82.5,25,1008,Other
AL041970,CELIA,7/31/70,1970,July,31,600,TD,19.5,-82.9,25,NA,Other
AL021970,BECKY,7/19/70,1970,July,19,0,TD,18.5,-83.5,25,NA,Other
AL011970,ALMA,5/25/70,1970,May,25,600,TD,29.5,-82.9,25,NA,Other
AL011970,ALMA,5/21/70,1970,May,21,1200,TS,18.5,-80.2,45,NA,Other
AL011970,ALMA,5/20/70,1970,May,20,0,TS,15.5,-82.5,35,NA,Other
AL011970,ALMA,5/19/70,1970,May,19,600,TD,13.5,-81.5,25,NA,Other
AL011970,ALMA,5/19/70,1970,May,19,1800,TD,14.5,-82.5,25,NA,Other
AL011970,ALMA,5/18/70,1970,May,18,1800,TD,12.5,-80.5,25,NA,Other
AL011970,ALMA,5/17/70,1970,May,17,1800,TD,11.5,-79,25,NA,Other
AL221971,LAURA,11/13/71,1971,November,13,1800,TD,14.5,-80.6,30,NA,Other
AL201971,UNNAMED,10/8/71,1971,October,8,1200,TD,19.5,-88.5,20,NA,Other
AL201971,UNNAMED,10/7/71,1971,October,7,1200,TD,18.5,-86.5,25,NA,Other
AL201971,UNNAMED,10/6/71,1971,October,6,1200,TD,17.5,-84.5,20,NA,Other
AL181971,IRENE,9/20/71,1971,September,20,1800,TS,12.5,-87.9,35,NA,Other
AL181971,IRENE,9/19/71,1971,September,19,1200,TS,11.5,-84.3,60,NA,Other
AL181971,IRENE,9/18/71,1971,September,18,1200,TS,11.5,-81.5,60,NA,Other
AL181971,IRENE,9/17/71,1971,September,17,0,TS,12.5,-73,35,NA,Other
AL181971,IRENE,9/16/71,1971,September,16,1200,TD,12.5,-70.5,30,NA,Other
AL181971,IRENE,9/15/71,1971,September,15,600,TD,11.5,-64,30,NA,Other
AL181971,IRENE,9/15/71,1971,September,15,1800,TD,11.5,-66.2,30,NA,Other
AL181971,IRENE,9/13/71,1971,September,13,600,TD,12.5,-57.8,25,NA,Other
AL181971,IRENE,9/13/71,1971,September,13,1200,TD,12.5,-59,25,NA,Other
AL141971,GINGER,9/29/71,1971,September,29,0,Cat. 2,30.5,-72.2,85,985,Other
AL141971,GINGER,9/28/71,1971,September,28,1200,Cat. 1,29.5,-71.3,80,981,Other
AL141971,GINGER,9/23/71,1971,September,23,1800,Cat. 1,30.5,-65.1,75,992,Other
AL111971,FERN,9/3/71,1971,September,3,1200,TD,27.5,-87.5,25,NA,Other
AL051971,UNNAMED,8/8/71,1971,August,8,0,TD,27.5,-87,25,NA,Other
AL201971,UNNAMED,10/11/71,1971,October,11,1200,TD,24.5,-85,25,NA,Other
AL101971,UNNAMED,8/31/71,1971,August,31,0,TD,26.5,-85,25,NA,Other
AL201971,UNNAMED,10/13/71,1971,October,13,1200,TD,27.5,-84.5,25,NA,Other
AL051971,UNNAMED,8/6/71,1971,August,6,1200,TD,25.5,-84.5,20,NA,Other
AL131971,EDITH,9/10/71,1971,September,10,600,Cat. 1,15.5,-84.9,80,NA,Other
AL131971,EDITH,9/10/71,1971,September,10,1800,Cat. 1,16.5,-86.9,65,NA,Other
AL131971,EDITH,9/7/71,1971,September,7,600,TD,12.5,-67.7,25,NA,Other
AL201971,UNNAMED,10/13/71,1971,October,13,0,TD,26.5,-84.1,25,NA,Other
AL201971,UNNAMED,10/12/71,1971,October,12,1200,TD,25.5,-84,25,NA,Other
AL221971,LAURA,11/17/71,1971,November,17,600,TS,20.5,-83.5,60,NA,Other
AL071971,UNNAMED,8/15/71,1971,August,15,1200,TD,28.5,-83,25,NA,Other
AL071971,UNNAMED,8/13/71,1971,August,13,0,TD,26.5,-82.7,25,NA,Other
AL071971,UNNAMED,8/14/71,1971,August,14,0,TD,27.5,-81.7,20,NA,Other
AL101971,UNNAMED,8/30/71,1971,August,30,0,TD,25.5,-79.7,25,NA,Other
AL101971,UNNAMED,8/29/71,1971,August,29,0,TD,24.5,-75.2,25,NA,Other
AL151971,UNNAMED,9/8/71,1971,September,8,1200,TD,28.5,-73.5,20,NA,Other
AL091971,DORIA,8/25/71,1971,August,25,1200,TD,22.5,-73.2,30,NA,Other
AL171971,HEIDI,9/11/71,1971,September,11,1200,TD,27.5,-72.8,30,NA,Other
AL141971,GINGER,9/6/71,1971,September,6,0,TD,25.5,-71.5,25,NA,Other
AL091971,DORIA,8/23/71,1971,August,23,600,TD,16.5,-60.8,25,NA,Other
AL081971,CHLOE,8/23/71,1971,August,23,1200,TD,16.5,-82,25,NA,Other
AL081971,CHLOE,8/21/71,1971,August,21,1200,TD,15.5,-73.5,30,1007,Other
AL141971,GINGER,9/8/71,1971,September,8,600,TD,25.5,-68.5,25,NA,Other
AL021972,AGNES,6/19/72,1972,June,19,1200,Cat. 1,28.5,-85.7,75,978,Other
AL021972,AGNES,6/17/72,1972,June,17,0,TS,20.5,-85.5,50,NA,Other
AL111972,CARRIE,8/30/72,1972,August,30,0,TD,30.5,-76,30,NA,Other
AL031972,UNNAMED,6/19/72,1972,June,19,0,TD,27.5,-69,20,NA,Other
AL031972,UNNAMED,6/19/72,1972,June,19,1200,TD,28.5,-68,25,NA,Other
AL061972,UNNAMED,8/2/72,1972,August,2,1200,TD,23.5,-65,25,NA,Other
AL021972,AGNES,6/20/72,1972,June,20,0,TS,30.5,-85.2,45,NA,Other
AL061972,UNNAMED,8/1/72,1972,August,1,1200,TD,26.5,-60.5,25,NA,Other
AL011972,ALPHA,5/28/72,1972,May,28,600,TD,30.5,-83,30,1011,Other
AL171973,UNNAMED,11/18/73,1973,November,18,1200,TD,10.5,-83,30,NA,Other
AL161973,GILDA,10/18/73,1973,October,18,0,TS,19.5,-79.9,40,996,Other
AL151973,UNNAMED,10/12/73,1973,October,12,0,TD,29.5,-58,25,NA,Other
AL131973,UNNAMED,9/26/73,1973,September,26,1200,Cat. 5,29.5,-83,NA,NA,Other
AL111973,UNNAMED,9/7/73,1973,September,7,1200,TD,20.5,-87.5,25,NA,Other
AL101973,DELIA,9/2/73,1973,September,2,1200,TD,22.5,-87.1,30,NA,Other
AL101973,DELIA,9/1/73,1973,September,1,1800,TD,20.5,-86.5,30,1008,Other
AL081973,BRENDA,8/18/73,1973,August,18,600,TD,20.5,-83.7,30,NA,Other
AL131973,UNNAMED,9/24/73,1973,September,24,1200,TD,28.5,-77.5,20,NA,Other
AL161973,GILDA,10/21/73,1973,October,21,1800,TS,25.5,-75.8,35,1000,Other
AL041973,ALICE,7/2/73,1973,July,2,600,TD,26.5,-67.2,30,NA,Other
AL011973,UNNAMED,4/19/73,1973,April,19,600,TD,25.5,-65,25,NA,Other
AL011973,UNNAMED,4/19/73,1973,April,19,1200,TD,26.5,-65,25,NA,Other
AL011973,UNNAMED,4/18/73,1973,April,18,1800,TD,24.5,-65,20,NA,Other
AL011973,UNNAMED,4/19/73,1973,April,19,1800,TD,26.5,-64.2,25,NA,Other
AL011973,UNNAMED,4/20/73,1973,April,20,600,TD,27.5,-62.8,25,NA,Other
AL151973,UNNAMED,10/11/73,1973,October,11,1200,TD,27.5,-62.5,25,NA,Other
AL151973,UNNAMED,10/11/73,1973,October,11,1800,TD,28.5,-60.3,25,NA,Other
AL021973,UNNAMED,5/3/73,1973,May,3,1200,TD,27.5,-59,25,NA,Other
AL171974,GERTRUDE,10/2/74,1974,October,2,600,TS,12.5,-60.5,35,NA,Other
AL161974,UNNAMED,9/24/74,1974,September,24,0,TD,19.5,-85.2,30,NA,Other
AL151974,UNNAMED,9/19/74,1974,September,19,1200,TD,30.5,-62.5,25,NA,Other
AL141974,FIFI,9/15/74,1974,September,15,1200,TD,16.5,-71,30,NA,Other
AL041974,UNNAMED,7/14/74,1974,July,14,1200,TD,27.5,-88.5,25,NA,Other
AL131974,ELAINE,9/7/74,1974,September,7,0,TD,19.5,-60.5,30,NA,Other
AL131974,ELAINE,9/6/74,1974,September,6,1200,TD,18.5,-58.6,30,NA,Other
AL161974,UNNAMED,9/26/74,1974,September,26,1200,TD,26.5,-87.5,25,NA,Other
AL011974,UNNAMED,6/26/74,1974,June,26,1200,TD,23.5,-87.5,20,NA,Other
AL111974,UNNAMED,9/9/74,1974,September,9,0,TD,18.5,-61.8,30,NA,Other
AL111974,UNNAMED,9/8/74,1974,September,8,0,TD,17.5,-58,30,NA,Other
AL041974,UNNAMED,7/13/74,1974,July,13,1200,TD,28.5,-87,20,NA,Other
AL081974,UNNAMED,8/24/74,1974,August,24,1800,TD,24.5,-86.8,25,NA,Other
AL021974,UNNAMED,6/25/74,1974,June,25,600,TS,27.5,-83.2,45,NA,Other
AL101974,CARMEN,9/1/74,1974,September,1,600,Cat. 2,17.5,-81.5,85,972,Other
AL101974,CARMEN,8/29/74,1974,August,29,1800,TD,16.5,-60.3,30,NA,Other
AL071974,ALMA,8/15/74,1974,August,15,600,TS,10.5,-67.5,35,NA,Other
AL071974,ALMA,8/15/74,1974,August,15,1200,TS,10.5,-70,35,NA,Other
AL201974,UNNAMED,11/11/74,1974,November,11,1200,TD,22.5,-69.5,25,NA,Other
AL111974,UNNAMED,9/10/74,1974,September,10,1200,TD,20.5,-68.5,25,NA,Other
AL131974,ELAINE,9/8/74,1974,September,8,0,TD,24.5,-66.7,30,NA,Other
AL191974,UNNAMED,10/30/74,1974,October,30,1200,TD,23.5,-59.5,25,NA,Other
AL211975,UNNAMED,11/9/75,1975,November,9,0,TD,17.5,-85.8,30,NA,Other
AL211975,UNNAMED,11/9/75,1975,November,9,1200,TD,18.5,-86.5,30,NA,Other
AL211975,UNNAMED,11/8/75,1975,November,8,1200,TD,16.5,-85,25,NA,Other
AL201975,UNNAMED,10/28/75,1975,October,28,1200,TD,15.5,-84,25,NA,Other
AL191975,HALLIE,10/26/75,1975,October,26,0,TD,30.5,-79.9,30,1006,Other
AL211975,UNNAMED,11/11/75,1975,November,11,0,TD,23.5,-88.8,30,NA,Other
AL071975,CAROLINE,8/27/75,1975,August,27,1800,TD,21.5,-86.3,25,1014,Other
AL021975,AMY,6/27/75,1975,June,27,0,TD,27.5,-79,25,1013,Other
AL021975,AMY,6/27/75,1975,June,27,600,TD,28.5,-79,25,1013,Other
AL041975,BLANCHE,7/24/75,1975,July,24,1800,TD,26.5,-71.5,30,1013,Other
AL131975,ELOISE,9/16/75,1975,September,16,1800,Cat. 1,19.5,-68.4,65,1002,Other
AL131975,ELOISE,9/15/75,1975,September,15,600,TD,18.5,-62.8,25,1009,Other
AL091975,UNNAMED,9/9/75,1975,September,9,600,TD,15.5,-58,20,NA,Other
AL141975,FAYE,9/26/75,1975,September,26,0,Cat. 1,26.5,-60,65,990,Other
AL141975,FAYE,9/25/75,1975,September,25,1800,TS,25.5,-59.4,60,993,Other
AL061975,UNNAMED,7/29/75,1975,July,29,1200,TD,29.5,-89,30,NA,Other
AL021975,AMY,6/27/75,1975,June,27,1200,TD,29.5,-79,25,1013,Other
AL021975,AMY,6/27/75,1975,June,27,1800,TD,30.5,-79,25,1013,Other
AL191976,UNNAMED,10/12/76,1976,October,12,0,TD,18.5,-71,25,NA,Other
AL191976,UNNAMED,10/10/76,1976,October,10,1200,TD,15.5,-70.5,30,NA,Other
AL191976,UNNAMED,10/8/76,1976,October,8,1200,TD,13.5,-66,30,NA,Other
AL011976,UNNAMED,5/23/76,1976,May,23,1200,TS,28.5,-86,40,998,Other
AL131976,UNNAMED,9/5/76,1976,September,5,1200,TD,26.5,-85,20,NA,Other
AL081976,DOTTIE,8/18/76,1976,August,18,1800,TD,24.5,-82.5,20,NA,Other
AL161976,UNNAMED,9/24/76,1976,September,24,1200,TD,29.5,-89,20,NA,Other
AL031976,UNNAMED,6/11/76,1976,June,11,1200,TD,26.5,-81,20,NA,Other
AL101976,EMMY,8/24/76,1976,August,24,1800,TS,24.5,-64.8,60,995,Other
AL101976,EMMY,8/25/76,1976,August,25,1200,Cat. 1,26.5,-62.1,65,990,Other
AL141976,UNNAMED,9/14/76,1976,September,14,0,TD,29.5,-81.5,20,1015,Other
AL171976,GLORIA,9/28/76,1976,September,28,600,TS,27.5,-58.2,60,992,Other
AL211976,HOLLY,10/23/76,1976,October,23,1800,TS,22.5,-58,35,1002,Other
AL071976,BELLE,8/8/76,1976,August,8,1800,Cat. 3,29.5,-75.3,100,958,Other
AL021976,UNNAMED,6/8/76,1976,June,8,0,TD,30.5,-77.7,30,NA,Other
AL151977,UNNAMED,10/25/77,1977,October,25,1800,Cat. 5,30.5,-88.6,NA,NA,Other
AL141977,FRIEDA,10/18/77,1977,October,18,1200,TD,17.5,-86.6,30,1006,Other
AL101977,DOROTHY,9/27/77,1977,September,27,0,TD,29.5,-69.8,20,1009,Other
AL031977,UNNAMED,7/25/77,1977,July,25,1200,TD,25.5,-84,20,NA,Other
AL021977,UNNAMED,7/19/77,1977,July,19,0,TD,29.5,-87.5,30,NA,Other
AL101977,DOROTHY,9/26/77,1977,September,26,1800,TD,28.5,-71.5,20,1010,Other
AL231978,KENDRA,10/31/78,1978,October,31,600,TS,30.5,-72.1,45,NA,Other
AL161978,GRETA,9/17/78,1978,September,17,1800,Cat. 2,15.5,-82.6,95,968,Other
AL161978,GRETA,9/15/78,1978,September,15,1200,TS,13.5,-73.1,45,NA,Other
AL161978,GRETA,9/14/78,1978,September,14,0,TD,11.5,-64.5,25,NA,Other
AL161978,GRETA,9/14/78,1978,September,14,1200,TS,12.5,-67.5,35,NA,Other
AL231978,KENDRA,10/28/78,1978,October,28,1800,TD,23.5,-72.7,30,1008,Other
AL131978,FLOSSIE,9/8/78,1978,September,8,600,TS,23.5,-62,35,1005,Other
AL101978,ELLA,8/30/78,1978,August,30,600,TD,26.5,-60.8,20,1011,Other
AL071978,UNNAMED,8/11/78,1978,August,11,0,TD,12.5,-79,20,NA,Other
AL191979,UNNAMED,10/25/79,1979,October,25,1800,TD,15.5,-78.5,30,NA,Other
AL191979,UNNAMED,10/24/79,1979,October,24,1800,TD,12.5,-77.3,25,NA,Other
AL171979,UNNAMED,10/19/79,1979,October,19,1200,TD,19.5,-86.4,25,NA,Other
AL171979,UNNAMED,10/14/79,1979,October,14,1800,TD,18.5,-83.4,30,NA,Other
AL151979,HENRI,9/15/79,1979,September,15,1800,TD,22.5,-88.5,30,1003,Other
AL061979,CLAUDETTE,7/22/79,1979,July,22,1200,TD,24.5,-88.5,30,1007,Other
AL151979,HENRI,9/15/79,1979,September,15,1200,TD,22.5,-87.4,30,1003,Other
AL151979,HENRI,9/15/79,1979,September,15,600,TD,21.5,-86.9,25,1003,Other
